s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399,target
35,4,5,11,2,3,16,3,9,3,1,11,2,0,5,8,4,2,1,5,0,19,4,1,1,3,5,0,12,0,0,14,2,0,9,3,1,2,2,0,3,7,51,18,3,11,8,9,13,1,0,12,0,4,7,5,3,4,4,0,4,8,58,203,8,17,65,5,28,1,0,19,3,4,23,21,9,5,14,2,1,0,1,0,4,0,0,0,0,0,0,0,2,1,4,0,0,2,0,0,3,13,10,10,1,33,18,1,4,1,3,15,6,0,9,6,5,6,1,4,6,13,17,95,3,37,152,1,24,3,5,63,3,8,28,12,3,9,4,2,13,2,19,15,9,3,2,87,5,0,2,8,2,5,11,9,4,4,1,4,3,2,5,1,1,4,3,0,20,0,0,1,3,6,5,2,1,6,6,0,0,1,0,0,3,1,0,0,4,71,14,7,19,12,9,0,2,8,5,26,3,2,1,4,20,5,2,2,10,39,64,1,41,30,3,1,2,24,10,26,4,45,20,23,5,30,40,2,24,1,2,112,19,9,30,7,5,13,17,4,1,2,0,0,3,2,5,0,3,3,3,2,11,1,1,0,1,1,1,0,0,1,2,3,3,2,0,0,7,19,17,3,12,59,5,0,2,23,21,6,8,6,5,12,5,5,15,5,5,1,0,6,5,3,129,8,5,4,2,2,3,4,16,12,1,3,16,3,9,1,0,19,2,6,7,35,18,6,6,1,2,6,6,6,7,5,11,4,2,6,3,10,6,1,6,11,40,2,3,2,1,1,0,0,8,0,0,0,9,1,3,1,2,11,0,0,0,7,12,1,0,1,1,1,11,0,3,0,35,0,2,1,8,34,2,0,0,11,72,1,9,0,4,0,5,3,4,4,9,29,18,10,16,15,4,3,7,2,5,35,1
86,6,7,1,17,10,5,9,6,4,5,7,7,7,22,23,10,10,9,7,0,46,11,7,4,16,9,0,16,3,4,29,1,4,0,2,9,3,4,3,1,18,35,19,0,5,11,14,10,4,4,22,1,0,15,12,10,5,3,1,1,6,25,76,2,9,45,1,15,1,0,7,0,1,11,12,3,6,0,1,8,5,0,1,10,5,1,8,0,0,0,6,0,3,5,0,0,7,6,0,0,7,7,12,2,24,19,2,3,3,0,11,5,7,6,4,5,3,0,1,5,12,8,35,0,19,74,0,10,0,0,13,3,2,9,8,8,4,1,0,5,11,9,8,0,8,10,59,9,0,0,8,0,1,7,5,0,0,2,0,1,6,10,11,0,7,7,0,10,0,3,14,1,0,4,8,1,0,1,0,0,2,0,0,10,1,1,1,0,117,60,2,42,12,5,2,3,2,2,62,2,12,1,2,11,6,3,0,1,77,179,9,86,42,1,0,0,13,28,33,2,46,13,15,0,17,17,10,11,2,0,63,6,1,13,3,7,5,4,1,0,0,1,2,7,2,1,0,6,8,18,2,16,11,0,0,2,1,1,6,0,1,2,0,0,2,0,0,6,6,16,1,5,56,3,0,0,22,32,0,2,4,3,12,2,5,11,0,0,0,0,8,0,0,61,8,9,0,0,1,13,11,10,8,3,4,13,5,1,0,1,17,0,2,13,43,19,4,0,0,7,2,13,11,3,6,7,7,9,10,0,5,2,0,0,16,21,4,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,2,0,1,12,1,6,4,2,5,0,20,5,4,10,8,40,6,2,2,16,27,4,9,8,0,2,7,7,8,1,0,25,7,6,3,4,1,1,3,2,0,43,1
41,2,4,7,13,4,9,1,8,1,1,4,8,1,1,16,7,2,1,2,1,81,13,6,10,13,9,3,19,1,2,37,7,1,3,1,5,12,7,1,0,3,20,4,4,5,2,1,3,4,1,2,3,0,3,1,1,2,1,4,3,3,5,6,0,3,6,1,1,1,0,4,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1,2,0,17,9,0,8,0,0,12,2,1,1,0,1,0,1,0,6,2,2,9,0,11,33,0,3,0,0,10,0,1,0,2,1,5,0,0,5,1,5,7,2,2,3,64,3,0,0,6,1,0,2,1,1,4,0,0,1,3,1,0,0,6,0,0,31,0,0,4,1,6,0,0,1,9,18,0,2,0,0,0,2,0,2,0,2,21,9,0,9,4,2,1,2,0,4,13,0,5,1,1,9,2,4,0,4,30,70,7,40,13,1,2,3,6,11,20,5,48,15,2,0,25,21,0,11,5,1,112,4,3,11,5,1,9,6,1,1,1,1,0,5,0,1,0,2,4,4,1,10,2,2,0,1,3,3,3,0,1,0,0,0,1,1,0,9,2,1,0,5,19,4,0,0,9,20,1,0,2,1,3,5,1,8,0,11,0,0,3,3,1,46,1,1,2,0,0,1,1,0,3,1,0,1,0,1,0,0,1,0,0,1,9,5,1,0,0,3,1,8,0,6,7,3,4,4,5,1,6,4,0,1,4,14,0,1,4,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,7,3,0,0,2,0,0,4,3,2,0,18,1,2,1,5,18,0,0,3,16,35,2,7,4,3,2,18,1,3,0,4,36,14,3,15,14,1,2,5,0,5,51,1
244,17,27,28,56,31,60,32,10,21,16,64,38,28,61,68,33,18,11,43,6,231,18,7,20,38,28,5,35,3,4,78,9,3,15,8,3,11,9,3,11,11,180,90,10,21,36,26,45,5,0,46,6,2,23,23,25,18,21,3,10,16,65,255,7,32,118,19,22,1,1,37,4,13,36,24,19,6,10,2,15,3,16,2,68,3,5,5,25,11,7,7,12,12,11,6,5,18,10,21,17,32,32,33,11,153,79,3,41,3,9,81,13,11,25,14,10,21,16,4,27,25,76,218,13,106,420,21,41,9,4,106,20,5,44,45,24,30,18,9,45,9,45,25,20,12,21,317,15,5,3,35,8,7,19,27,13,31,12,5,3,20,26,13,8,12,11,15,72,2,6,14,2,10,3,3,4,25,43,0,12,10,3,9,44,8,13,3,15,242,81,13,88,59,13,5,21,33,34,126,15,25,5,6,46,8,13,3,24,159,344,18,154,96,26,5,12,44,47,80,26,152,67,64,15,107,124,25,46,8,12,493,20,7,65,27,40,31,16,12,4,3,5,1,4,9,8,2,16,28,30,11,78,17,2,0,7,14,23,10,6,2,5,1,17,8,2,3,27,37,50,3,35,208,3,2,3,49,101,16,19,16,13,33,15,25,36,2,23,8,1,50,8,5,293,15,18,24,19,7,78,10,58,50,36,32,44,22,27,4,2,77,3,5,77,180,77,16,5,6,38,21,46,37,27,28,42,13,17,19,8,45,10,5,37,75,177,8,16,26,5,5,4,1,9,8,7,2,14,6,4,8,11,33,6,0,2,50,37,2,2,13,9,6,17,4,2,2,56,15,11,7,24,107,2,6,1,76,202,6,49,20,15,17,48,19,20,8,17,192,63,39,48,40,22,14,25,37,37,261,1
35,6,6,0,6,0,1,2,1,3,3,4,2,1,6,12,11,1,1,3,0,65,3,5,3,10,5,7,12,0,0,35,1,0,3,1,3,0,1,0,0,1,12,3,0,1,2,0,3,0,0,4,2,2,0,1,2,0,1,0,1,0,4,35,0,5,11,0,3,0,0,1,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,13,2,3,5,1,1,3,2,0,0,4,2,0,0,0,0,0,3,8,0,4,24,0,0,0,0,5,1,0,0,4,1,0,0,0,5,4,3,2,1,0,1,35,2,0,0,4,1,0,3,2,2,0,0,1,1,4,4,1,0,0,0,0,10,0,0,1,0,1,0,1,0,3,15,0,0,0,2,0,0,3,2,2,0,35,6,2,10,1,0,0,5,0,2,16,0,5,0,0,6,0,0,0,4,24,68,10,27,5,1,0,2,0,7,13,1,36,14,4,0,13,17,1,13,1,0,73,5,1,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,0,1,0,6,1,0,0,1,6,0,3,5,0,3,2,1,2,0,1,0,0,5,2,0,33,1,2,0,0,0,8,6,2,2,0,7,11,0,0,0,0,6,0,3,12,36,4,0,2,0,0,7,3,3,0,3,2,0,0,0,1,3,1,0,6,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,6,1,0,0,5,3,0,0,3,6,0,0,0,0,13,5,0,4,2,1,0,2,3,2,0,22,8,3,10,1,3,0,0,0,1,29,1
22,1,2,3,5,1,3,8,2,3,1,7,5,2,1,9,3,0,1,2,3,61,7,5,7,12,13,0,8,3,0,37,1,0,3,2,1,3,0,3,0,3,12,0,5,1,0,6,8,0,0,2,0,0,1,4,0,2,0,0,0,6,8,22,2,9,14,5,4,1,0,13,1,2,0,2,0,0,0,1,0,4,1,0,15,0,0,5,2,4,0,4,2,0,0,1,4,0,0,11,1,6,1,0,1,29,9,0,0,0,1,19,7,0,1,1,0,0,0,0,1,1,7,20,1,17,38,2,6,3,2,13,6,2,1,3,1,9,9,3,3,7,6,1,7,5,5,66,3,0,4,10,1,8,7,8,3,11,3,5,0,1,0,0,1,6,0,0,8,0,0,5,2,1,0,1,0,0,3,0,0,0,3,1,9,1,4,0,2,55,16,0,19,11,3,1,4,5,1,31,0,0,0,0,4,0,0,0,0,37,40,0,22,12,3,0,2,0,3,17,1,35,8,0,3,10,10,1,6,0,0,47,5,1,10,3,0,7,8,0,0,0,0,0,0,1,0,0,4,4,2,1,6,1,0,0,0,0,1,1,0,1,0,0,6,0,0,1,0,10,6,0,9,36,0,0,0,5,13,5,1,3,0,0,1,1,5,1,0,3,0,2,0,0,26,1,0,0,1,3,3,8,2,8,3,1,2,2,1,1,0,1,0,1,1,10,8,7,1,1,0,5,3,4,5,4,3,1,3,1,0,8,0,0,2,3,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,4,0,6,0,0,0,6,0,0,0,4,17,5,1,2,5,22,0,3,1,1,1,3,2,1,0,0,14,7,2,7,4,0,0,1,2,0,24,1
63,7,7,6,11,12,11,6,8,11,2,15,6,5,18,17,8,4,7,15,2,97,10,0,7,21,8,1,13,2,0,40,6,1,1,2,4,17,4,2,2,6,53,13,0,5,5,1,12,1,1,10,1,0,0,9,3,3,2,0,3,3,17,65,1,5,22,1,11,0,0,5,1,0,1,1,0,3,5,0,8,0,0,0,21,0,0,0,0,1,3,0,1,0,0,0,0,4,0,4,2,5,4,0,0,42,12,3,10,0,1,10,3,0,1,3,2,0,1,0,2,4,7,20,4,20,72,0,4,1,0,21,2,1,11,2,1,0,3,1,8,3,6,4,17,3,4,80,1,0,0,5,1,1,5,8,1,5,0,0,0,6,0,2,3,1,0,0,23,0,1,6,1,2,1,0,1,0,8,0,1,1,2,1,6,1,0,0,3,42,10,0,7,2,5,1,4,3,4,21,4,1,1,0,7,2,0,0,2,17,49,3,19,10,3,0,1,2,6,7,3,51,8,8,8,24,19,4,15,4,2,149,5,2,12,11,2,3,1,1,2,3,3,3,6,2,1,0,9,11,14,5,32,4,0,1,1,5,3,4,0,0,1,0,0,1,0,2,7,3,8,0,5,37,2,0,0,12,21,0,3,5,2,2,2,1,2,1,7,0,0,6,1,0,46,2,2,0,1,2,6,4,11,7,3,1,4,4,5,0,0,6,0,0,2,23,7,2,0,0,1,3,7,8,1,1,6,1,4,0,1,9,2,1,6,14,43,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,7,5,0,0,5,3,2,17,3,1,0,32,7,1,4,4,43,7,2,6,15,82,3,3,1,0,1,14,3,0,2,5,37,16,0,14,5,6,1,5,1,7,54,1
24,2,6,0,9,2,1,4,5,2,0,7,4,1,5,7,1,0,2,5,0,63,5,2,6,11,5,0,19,0,0,30,3,1,2,2,2,11,3,0,0,1,26,3,5,4,2,0,6,1,0,3,0,3,2,4,3,0,2,3,0,0,6,36,1,0,12,1,4,0,0,3,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,6,1,40,9,2,14,1,1,9,6,0,0,3,3,3,5,0,1,3,7,30,0,20,68,0,5,0,0,8,0,0,6,3,2,8,1,1,5,0,6,3,1,4,2,36,4,0,0,5,0,0,3,6,4,2,0,0,0,2,1,0,0,4,1,0,20,0,0,0,2,4,2,2,1,0,11,0,0,0,0,0,4,0,0,0,0,53,14,0,18,11,0,0,4,5,6,30,0,0,1,1,11,1,0,0,0,28,64,0,23,19,3,0,1,2,6,18,0,42,10,2,5,17,7,1,16,0,0,106,0,1,10,5,2,0,2,0,0,0,2,1,0,2,0,0,1,2,0,1,3,0,0,1,0,0,0,1,0,1,3,0,3,1,0,0,4,7,7,0,11,44,0,0,0,12,29,2,1,5,0,0,2,3,0,1,3,0,2,2,1,0,41,2,0,2,0,1,14,4,11,3,1,6,1,4,5,1,0,5,5,0,4,34,9,1,0,1,1,1,3,0,5,0,0,0,2,1,0,4,1,1,4,5,23,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,1,0,20,0,0,0,4,32,12,0,17,11,1,0,5,1,15,53,1
13,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,3,68,2,1,4,10,2,4,22,0,1,17,2,0,10,3,1,11,4,0,0,2,24,4,3,7,1,2,2,0,0,4,1,0,0,5,3,0,0,0,0,0,3,25,0,3,3,4,3,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,1,0,27,13,0,5,0,0,14,2,0,1,1,3,0,1,0,2,2,3,18,0,11,49,0,5,0,0,7,0,0,2,0,1,2,0,0,1,2,5,3,0,0,0,30,1,0,0,1,0,0,4,2,0,3,0,0,0,5,2,4,3,2,1,0,23,0,1,1,0,1,6,1,1,0,2,0,0,0,0,0,0,1,0,0,0,39,10,3,13,5,0,0,1,4,0,23,0,0,0,0,0,0,0,0,0,5,22,0,10,2,0,0,1,5,1,0,3,35,10,6,0,5,20,0,3,0,0,126,4,0,4,1,3,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,15,2,3,0,1,0,0,6,0,2,0,0,0,0,0,0,3,0,1,1,6,16,0,0,0,3,10,0,1,2,1,0,5,1,0,0,7,0,0,2,0,0,31,1,1,0,0,0,9,6,4,1,3,0,0,2,2,0,2,5,0,0,1,36,5,3,0,0,0,0,1,2,0,2,4,0,0,1,0,4,0,0,0,8,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,0,0,1,13,0,0,1,2,10,0,0,0,9,30,0,3,2,0,0,14,2,0,0,5,26,6,4,11,2,1,1,3,4,2,53,1
147,9,8,30,30,14,56,21,8,13,0,45,4,10,36,51,23,12,9,23,1,93,11,4,4,23,6,2,13,0,0,42,13,1,13,6,7,2,8,2,1,15,51,25,0,8,15,5,14,0,0,20,0,0,8,13,11,6,0,2,18,5,31,196,5,23,165,15,12,0,0,50,2,0,19,59,9,2,6,1,0,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,14,12,10,2,29,18,0,5,0,0,22,4,0,7,3,2,4,1,0,22,12,35,196,4,71,313,6,21,0,0,121,10,6,29,45,13,16,3,0,35,33,42,17,7,24,21,246,22,1,2,26,11,7,56,36,4,9,13,0,1,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,1,0,3,2,1,2,7,0,4,0,0,52,19,2,13,16,1,0,7,1,7,44,6,5,0,0,12,1,0,0,3,54,71,2,15,17,1,3,2,12,9,49,15,100,23,38,15,64,80,19,20,10,6,277,27,6,23,22,13,23,10,12,2,2,1,3,0,1,6,0,0,2,7,6,28,1,3,2,0,0,0,5,3,3,4,4,4,2,7,8,16,5,2,5,21,65,8,5,1,15,61,2,13,7,4,15,2,10,19,0,3,0,0,20,6,4,131,20,1,3,0,1,3,12,19,32,12,10,26,6,12,2,3,29,6,5,29,64,23,8,10,3,17,9,23,39,7,11,23,5,13,2,0,27,12,3,10,40,80,7,4,6,0,1,0,1,0,1,2,0,0,0,2,0,0,3,1,0,0,7,4,0,0,2,0,0,5,0,2,0,9,0,0,3,5,24,2,0,0,21,28,0,13,1,1,11,15,0,9,1,8,51,17,7,27,19,11,10,8,5,11,88,1
43,13,3,1,15,1,2,5,3,4,2,2,4,1,7,9,5,7,2,7,2,56,1,0,0,10,1,0,6,0,0,28,1,0,2,0,0,10,1,0,1,3,29,9,0,2,2,2,4,3,5,9,2,1,2,2,1,0,0,0,1,3,7,21,0,3,5,0,3,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0,13,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,3,6,0,4,13,0,2,0,0,3,1,0,0,0,0,0,0,0,8,3,9,0,10,3,2,77,3,0,0,4,1,0,8,5,5,12,1,2,0,1,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,2,41,12,0,12,2,0,0,1,5,5,19,1,7,0,0,0,1,0,0,4,8,20,8,7,2,1,1,0,4,0,9,0,23,2,3,1,13,6,2,9,3,3,58,3,2,4,2,1,5,2,1,0,1,0,1,0,1,0,0,2,4,2,1,15,1,7,0,1,1,2,2,1,2,0,0,3,0,0,0,4,1,0,0,0,9,0,0,0,9,4,1,0,3,1,1,0,6,0,1,1,0,0,2,3,0,28,3,1,6,1,0,5,4,2,0,0,3,3,2,3,1,0,5,4,1,8,25,14,0,0,0,1,2,1,0,2,0,1,0,2,0,0,1,0,4,2,3,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,0,4,2,0,1,2,1,0,3,0,0,2,3,2,0,0,0,5,9,1,1,3,1,1,16,1,0,1,6,28,8,0,14,3,4,3,1,0,1,30,1
84,18,26,22,16,37,47,6,20,9,7,41,10,5,41,66,27,5,3,13,4,184,25,20,13,42,29,3,23,1,4,111,15,0,14,29,19,10,3,3,1,0,9,7,1,1,0,2,0,0,1,2,0,0,2,3,1,0,0,0,1,5,24,60,3,8,29,2,10,0,0,10,0,0,6,19,8,1,1,0,1,8,1,2,18,1,3,0,6,4,5,7,0,3,8,10,4,4,4,5,6,34,7,10,9,68,40,0,15,1,2,51,2,1,7,16,3,9,3,0,10,14,14,43,2,46,115,0,11,3,1,38,3,0,13,20,19,2,2,2,11,9,12,13,4,15,10,27,1,0,0,12,1,1,10,21,5,1,0,0,2,5,3,1,3,9,5,0,27,3,0,11,2,4,4,4,2,2,6,2,2,0,2,0,4,1,0,1,0,37,12,1,13,4,6,7,1,1,0,22,9,7,6,6,18,9,5,0,11,71,148,7,80,24,14,7,5,6,8,36,2,37,9,12,5,13,13,1,11,0,0,76,3,1,6,6,4,1,0,0,1,0,0,1,7,0,0,0,1,18,28,2,45,9,3,2,5,5,0,9,0,0,0,0,0,0,0,0,5,5,4,0,5,37,0,0,0,7,31,1,8,17,9,18,9,20,19,1,13,2,1,32,4,0,225,35,23,2,0,1,16,15,22,12,22,15,20,8,11,1,0,29,9,4,29,78,25,3,5,1,5,7,6,7,14,9,11,4,8,5,4,15,13,4,14,20,58,6,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,1,0,0,1,1,0,3,0,11,4,3,1,3,15,2,1,0,8,39,1,5,6,3,7,17,6,6,1,5,46,31,3,17,8,4,2,7,7,7,48,1
18,1,2,0,6,0,0,1,0,2,1,0,1,4,0,1,1,0,0,2,2,27,3,2,2,7,6,0,7,0,0,17,0,0,9,2,0,0,0,0,2,6,31,11,0,3,6,5,11,0,0,14,0,2,0,6,3,3,1,0,1,1,10,31,0,4,23,2,3,0,0,4,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,1,4,6,3,9,0,9,8,2,7,0,0,11,0,0,4,1,1,0,0,0,1,7,7,23,3,13,51,0,4,1,0,9,2,2,9,5,2,8,4,4,1,2,12,9,0,0,1,35,6,0,2,4,0,0,6,0,0,6,3,4,3,1,0,0,8,0,2,0,6,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,4,33,9,1,4,9,0,0,1,5,6,20,3,0,1,5,2,0,7,0,6,36,43,2,20,7,9,0,4,11,6,19,1,21,14,13,0,10,16,3,10,0,0,43,0,0,10,3,4,1,2,0,0,6,3,6,2,1,7,4,7,4,9,3,10,2,0,0,2,7,0,2,0,0,0,3,1,1,6,0,8,5,5,0,11,12,1,0,0,9,25,4,4,3,0,2,1,2,5,1,8,1,3,2,0,0,35,4,0,1,2,1,12,2,4,8,15,6,6,8,10,0,0,4,1,1,6,26,15,2,0,2,6,1,2,0,3,0,0,5,0,2,3,0,4,0,0,3,11,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,6,0,0,0,7,10,0,0,2,0,0,1,0,3,0,9,0,1,0,0,24,0,0,0,12,16,0,7,1,2,3,11,3,1,0,0,25,6,1,22,1,3,0,8,5,0,37,1
